CustomerID,LocationID,Gender,Age,Married,NumberOfDependents,NumberOfReferrals
5178-LMXOP,180,Male,71,Yes,0,1
5180-UCIIQ,1082,Male,80,Yes,2,5
5181-OABFK,155,Female,59,Yes,3,7
5183-KLYEM,1191,Female,30,No,0,0
5183-SNMJQ,1,Male,32,No,0,0
5186-EJEGL,289,Male,24,No,0,0
5186-PEIZU,1554,Female,31,No,0,0
5186-SAMNZ,1373,Male,75,No,0,0
5188-HGMLP,118,Male,73,Yes,0,10
5192-EBGOV,1022,Female,68,No,0,0
5193-QLVZB,1349,Male,52,No,0,0
5195-KPUNQ,667,Female,72,No,0,0
5196-SGOAK,1555,Female,39,No,0,0
5196-WPYOW,1170,Male,43,Yes,2,1
5197-LQXXH,305,Female,56,Yes,0,9
5197-PYEPU,764,Female,21,Yes,3,5
5197-YPYBZ,1556,Female,39,Yes,2,4
5198-EFNBM,448,Male,66,Yes,0,10
5198-HQAEN,1557,Male,50,Yes,3,5
5199-FPUSP,1542,Male,64,No,2,0
5201-CBWYG,1032,Male,60,Yes,1,1
5201-FRKKS,628,Male,53,No,0,0
5201-USSQZ,402,Female,56,Yes,0,1
5202-IVJNU,1270,Female,56,No,2,0
5203-XEHAX,1477,Female,55,No,0,0
5204-HMGYF,1353,Female,32,Yes,2,4
5204-QZXPU,1558,Male,50,No,0,0
5206-HPJKM,1246,Male,64,No,0,0
5206-XZZQI,228,Male,56,No,0,0
5207-PLSTK,256,Male,32,Yes,2,10
5208-FVQKB,766,Male,41,Yes,0,7
5208-HFSBT,149,Female,47,No,0,0
5213-TWWJU,881,Male,26,No,0,0
5214-CHIWJ,862,Male,44,No,0,0
5214-NLTIT,1249,Male,22,Yes,1,1
5215-LNLDJ,1106,Female,20,Yes,2,3
5216-WASFJ,149,Female,68,Yes,0,4
5219-YIPTK,504,Female,46,Yes,0,1
5220-AGAAX,596,Male,60,Yes,1,8
5222-IMUKT,335,Male,40,No,0,0
5222-JCXZT,1559,Male,31,No,0,0
5223-UZAVK,218,Male,51,No,0,0
5226-NOZFC,28,Male,48,No,0,0
5227-JSCFE,111,Male,74,Yes,0,9
5228-EXCET,182,Male,40,No,0,0
5229-DTFYB,674,Female,64,No,0,0
5229-PRWKT,7,Male,47,No,0,0
5231-FIQPA,743,Female,53,No,0,0
5232-NXPAY,351,Female,33,No,0,0
5233-AOZUF,1560,Female,62,Yes,0,3
5233-GEEAX,323,Male,65,No,0,0
5236-PERKL,724,Female,38,No,0,0
5236-XMZJY,1335,Female,27,No,0,0
5240-CAOYT,1446,Female,30,No,0,0
5240-IJOQT,264,Male,69,No,0,0
5242-UOWHD,1561,Male,24,Yes,2,3
5243-SAOTC,1182,Male,36,No,0,0
5244-IRFIH,41,Male,72,Yes,0,1
5245-VDBUR,244,Female,58,Yes,0,4
5248-KWLAR,789,Male,31,Yes,0,1
5248-RPYWW,858,Female,78,Yes,1,2
5248-YGIJN,1335,Male,36,Yes,0,9
5249-QYHEX,1189,Female,27,Yes,2,2
5256-SKJGO,1450,Female,48,Yes,0,1
5260-UMPWX,707,Female,41,Yes,1,4
5261-QSHQM,88,Female,31,No,0,0
5266-PFRQK,400,Male,47,Yes,3,2
5268-DSMNQ,50,Female,65,Yes,0,5
5269-NRGDP,1299,Male,54,Yes,2,1
5271-DBYSJ,1424,Male,80,No,0,0
5271-YNWVR,1245,Male,48,Yes,0,1
5274-XHAKY,1205,Female,19,Yes,2,10
5275-PMFUT,1141,Male,52,Yes,0,9
5275-SQEIZ,53,Male,64,No,0,0
5276-KQWHG,1103,Female,74,No,0,0
5277-ZLOOR,1562,Female,78,No,0,0
5278-PNYOX,44,Female,49,No,0,0
5281-BUZGT,1004,Male,69,No,0,0
5285-MVEHD,901,Female,35,Yes,0,1
5286-YHCVC,1563,Male,58,Yes,0,4
5287-QWLKY,1149,Male,79,Yes,0,1
5288-AHOUP,1448,Male,71,No,0,0
5293-WXJAK,1258,Female,73,Yes,0,5
5294-CDGWY,199,Male,51,Yes,0,1
5294-DMSFH,1196,Female,32,Yes,2,1
5294-IMHHT,1532,Male,44,Yes,0,6
5295-PCJOO,272,Male,44,No,2,0
5296-BFCYD,1496,Male,35,Yes,2,4
5296-PSYVW,1172,Female,41,Yes,0,8
5297-MDOIR,927,Female,20,Yes,0,7
5298-GSTLM,908,Female,74,No,0,0
5299-RULOA,969,Female,62,Yes,2,1
5299-SJCZT,711,Male,57,No,0,0
5301-GAUUY,492,Male,31,No,0,0
5302-BDJNT,1203,Male,27,No,0,0
5304-EFJLP,534,Male,72,Yes,0,4
5306-BVTKJ,1160,Male,20,Yes,1,1
5307-DZCVC,296,Female,78,Yes,0,0
5307-UVGNB,1128,Female,40,Yes,3,5
5309-TAIKL,1432,Female,42,No,0,0
5310-NOOVA,1272,Male,51,No,0,0
5311-IHLEI,1090,Male,45,No,0,0
5312-IRCFR,798,Female,21,Yes,3,8
5312-TSZVC,133,Female,36,No,0,0
5312-UXESG,122,Female,43,No,0,0
5313-FPXWG,1058,Male,58,No,0,0
5315-CKEQK,739,Male,73,Yes,2,1
5317-FLPJF,479,Female,25,No,0,0
5318-IXUZF,1517,Female,50,No,0,0
5318-YKDPV,1156,Male,62,Yes,0,1
5320-BRKGK,124,Female,28,Yes,2,1
5321-NTRKC,916,Male,25,Yes,1,8
5322-TEUJK,1564,Female,45,Yes,3,5
5322-ZSMZY,1511,Male,26,Yes,3,7
5324-KTGCG,723,Male,55,Yes,0,5
5325-UWTWJ,1359,Male,47,Yes,0,4
5327-CNLUQ,1389,Male,33,Yes,0,1
5327-XOKKY,1114,Male,79,Yes,0,7
5329-KRDTM,1405,Male,73,Yes,0,4
5331-RGMTT,915,Male,67,Yes,0,0
5334-AFQJB,1145,Male,66,No,0,0
5334-JLAXU,1454,Female,44,Yes,0,8
5336-UFNZP,77,Female,65,Yes,3,7
5337-IIWKZ,312,Male,35,Yes,3,2
5338-YHWYT,736,Male,45,No,1,0
5339-PXDVH,1049,Male,43,No,0,0
5339-TJFEK,1198,Male,22,Yes,1,8
5343-SGUBI,498,Female,43,No,0,0
5345-BMKWB,1437,Male,29,Yes,0,9
5346-BZCHP,1046,Female,19,Yes,2,0
5348-CAGXB,1377,Male,60,No,0,0
5349-AZPEW,1310,Female,40,Yes,3,3
5349-IECLD,208,Male,61,No,0,0
5351-QESIO,76,Male,64,No,2,0
5353-WILCI,1097,Female,51,No,0,0
5356-CSVSQ,1218,Female,20,No,0,0
5356-KZCKT,1196,Male,42,No,0,0
5356-RHIPP,1081,Male,38,No,0,0
5357-TZHPP,808,Male,67,No,0,0
5360-LJCNJ,1430,Female,37,Yes,0,4
5360-XGYAZ,162,Male,32,Yes,1,1
5364-EVNIB,890,Male,61,No,0,0
5364-XYIRR,1178,Male,44,Yes,0,1
5365-LLFYV,869,Female,43,No,0,0
5366-IJEQJ,177,Male,20,No,0,0
5366-OBVMR,1302,Female,42,Yes,0,4
5370-IIVVL,74,Male,26,No,0,0
5371-VYLSX,1402,Female,65,No,0,0
5372-FBKBN,208,Female,38,No,2,0
5373-SFODM,197,Male,65,Yes,0,1
5375-XLDOF,1526,Male,24,Yes,3,7
5376-DEQCP,182,Female,48,No,0,0
5376-PCKNB,1488,Male,35,Yes,1,5
5377-NDTOU,617,Female,26,Yes,0,3
5378-IKEEG,1066,Female,47,No,0,0
5380-AFSSK,1393,Female,44,No,0,0
5380-WJKOV,241,Male,51,No,1,0
5380-XPJNZ,1565,Female,22,No,0,0
5382-SOYZL,502,Male,39,No,0,0
5382-TEMLV,661,Male,45,No,0,0
5383-MMTWC,626,Female,75,Yes,0,1
5384-ZTTWP,983,Female,49,Yes,1,4
5385-SUIRI,946,Male,69,Yes,0,0
5386-THSLQ,652,Female,65,Yes,0,0
5387-ASZNZ,518,Female,72,No,0,0
5389-FFVKB,1108,Male,71,Yes,0,1
5392-AKEMH,1211,Female,50,No,0,0
5393-HJZSM,1291,Female,54,Yes,1,1
5393-RXQSZ,1288,Male,40,No,0,0
5394-MEITZ,477,Female,26,Yes,0,5
5394-SVGJV,1566,Male,27,No,0,0
5396-IZEPB,1495,Male,37,No,0,0
5397-NSKQG,1232,Male,39,Yes,2,2
5397-TUPSH,999,Male,76,Yes,0,6
5399-ZIMKF,365,Male,58,No,0,0
5402-HTOTQ,1477,Male,43,No,0,0
5404-GGUKR,560,Male,39,No,0,0
5405-ZMYXQ,1415,Female,21,No,0,0
5406-KGRMX,1567,Female,30,No,0,0
5414-OFQCB,1414,Male,34,No,0,0
5419-CONWX,553,Female,65,No,0,0
5419-JKZNQ,314,Male,65,Yes,0,1
5419-JPRRN,333,Male,32,No,0,0
5419-KLXBN,128,Female,36,Yes,0,1
5423-BHIXO,378,Female,42,No,0,0
5424-RLQLC,1182,Male,36,No,0,0
5429-LWCMV,180,Female,52,No,0,0
5433-KYGHE,678,Female,53,No,1,0
5438-QMDDL,958,Female,20,Yes,0,3
5439-WIKXB,382,Male,65,Yes,0,8
5440-FLBQG,1568,Male,69,Yes,0,1
5440-VHLUL,1294,Male,48,No,0,0
5442-BHQNG,1397,Female,32,No,0,0
5442-BXVND,128,Female,49,Yes,2,2
5442-PPTJY,1407,Male,44,Yes,3,7
5442-UTCVD,527,Male,53,No,0,0
5442-XSDCW,698,Male,61,Yes,0,1
5443-SCMKX,1569,Female,49,Yes,0,1
5445-GLVOT,686,Female,64,No,0,0
5445-PZWGX,1314,Male,63,No,0,0
5445-UTODQ,128,Female,35,Yes,0,1
5446-DKWYW,1565,Female,74,Yes,1,9
5447-VYTKW,437,Male,53,No,0,0
5447-WZAFP,1426,Female,22,No,0,0
5448-VWNAM,1570,Female,49,No,3,0
5449-FIBXJ,1571,Male,34,Yes,0,1
5451-MHQOF,1335,Male,64,Yes,0,7
5451-YHYPW,1291,Female,75,Yes,0,2
5453-AXEPF,1516,Male,31,Yes,0,7
5453-YBTWV,1466,Male,52,Yes,2,10
5456-ITGIC,525,Male,76,Yes,0,9
5457-COLHT,1554,Male,48,Yes,3,5
5458-CQJTA,925,Male,56,Yes,0,1
5461-QKNTN,1096,Male,71,Yes,0,1
5465-BUBFA,1572,Female,34,Yes,1,1
5468-BPMMO,902,Male,59,Yes,0,3
5469-CTCWN,1068,Male,52,Yes,0,1
5469-NUJUR,582,Male,58,No,0,0
5472-CVMDX,1315,Female,21,No,0,0
5473-KHBPS,491,Female,53,Yes,3,8
5474-LAMUQ,566,Male,56,Yes,0,9
5478-JJVZK,1497,Female,38,No,0,0
5480-HPRRX,1347,Female,80,No,0,0
5480-TBGPH,1573,Female,63,Yes,0,0
5480-XTFFL,303,Female,60,Yes,3,3
5481-NTDOH,1450,Female,67,Yes,0,8
5482-NUPNA,676,Female,28,No,0,0
5482-PLVPE,117,Female,79,No,0,0
5482-VXSXJ,1380,Male,50,No,0,0
5485-ITNPC,74,Male,42,Yes,0,2
5485-WUYWF,1270,Male,73,No,0,0
5493-SDRDQ,1243,Male,19,No,0,0
5494-HECPR,426,Female,34,No,0,0
5494-WOZRZ,620,Female,40,Yes,0,0
5495-GPSRW,1445,Male,62,No,0,0
5498-IBWPI,1209,Female,34,Yes,2,1
5498-TXHLF,341,Female,39,Yes,0,1
5499-ECUTN,363,Female,49,Yes,0,1
5501-TVMGM,730,Male,21,No,0,0
5502-RLUYV,427,Female,42,Yes,0,1
5504-WSIUR,1574,Female,38,No,0,0
5505-OVWQW,1226,Female,35,No,0,0
5510-BOIUJ,257,Male,35,No,7,0
5512-IDZEI,569,Male,56,Yes,0,1
5514-YQENT,1274,Male,29,No,3,0
5515-AKOAJ,1127,Female,38,No,0,0
5515-IDEJJ,182,Male,46,Yes,1,4
5515-RUGKN,743,Male,63,No,0,0
5519-NPHVG,625,Female,53,No,0,0
5519-TEEUH,762,Male,51,No,3,0
5519-YLDGW,271,Female,57,Yes,0,1
5520-FVEWJ,43,Female,28,Yes,0,1
5522-JBWMO,1115,Male,62,No,2,0
5522-NYKPB,519,Male,26,Yes,3,0
5524-KHNJP,1558,Male,35,Yes,0,7
5527-ACHSO,1174,Female,38,No,0,0
5529-GIBVH,1564,Female,57,No,0,0
5533-NHFRF,1330,Male,75,No,0,0
5533-RJFTJ,1575,Male,22,No,0,0
5536-RTPWK,1328,Male,54,Yes,0,1
5536-SLHPM,88,Female,38,Yes,0,5
5537-UXXVS,799,Female,49,Yes,0,0
5539-HIVAK,666,Female,79,Yes,0,8
5539-TMZLF,606,Male,69,No,0,0
5542-DHSXL,445,Female,36,Yes,0,2
5542-NKVRU,699,Female,24,No,0,0
5542-TBBWB,1303,Male,46,No,0,0
5543-QDCRY,1565,Male,38,No,0,0
5546-BYZSM,1446,Female,52,No,0,0
5546-QUERU,938,Male,42,No,0,0
5549-ZGHFB,1558,Male,33,Yes,1,3
5550-VFRLC,93,Female,70,No,0,0
5552-ZNFSJ,1198,Male,49,No,0,0
5553-AOINX,222,Female,67,Yes,1,6
5555-RNPGT,1142,Male,61,No,3,0
5561-NWEVX,1410,Female,78,Yes,0,1
5562-BETPV,1296,Male,21,Yes,0,1
5562-YJQGT,267,Female,57,No,0,0
5564-NEMQO,338,Female,80,No,0,0
5565-FILXA,124,Female,76,No,0,0
5566-SOEZD,1576,Male,47,Yes,3,1
5567-GZKQY,1059,Male,58,No,0,0
5567-WSELE,1138,Male,70,Yes,0,1
5568-DMXZS,795,Female,36,No,0,0
5569-IDSEY,412,Male,52,Yes,0,8
5569-KGJHX,1394,Female,63,Yes,0,1
5569-OUICF,177,Female,67,Yes,0,1
5570-PTWEH,248,Female,33,Yes,0,1
5572-ZDXHY,1025,Female,25,No,0,0
5574-NXZIU,1577,Male,36,No,0,0
5575-GNVDE,1487,Male,46,No,0,0
5575-TPIZQ,137,Male,21,No,0,0
5577-OTWWW,1502,Female,54,No,0,0
5578-NKCXI,741,Female,20,Yes,2,9
5583-EJXRD,689,Male,19,Yes,2,1
5583-SXDAG,83,Male,41,Yes,0,1
5590-BYNII,1126,Male,51,No,0,0
5590-YRFJT,7,Female,44,Yes,0,1
5590-ZSKRV,1578,Female,62,Yes,1,1
5593-SUAOO,611,Female,60,Yes,3,6
5597-GLBUC,559,Female,48,No,0,0
5598-IKHQQ,1236,Female,39,No,0,0
5599-HVLTW,1060,Female,73,No,0,0
5600-KTXFM,1043,Male,48,Yes,2,6
5600-PDUJF,484,Male,60,No,0,0
5602-BVFMK,1222,Female,58,No,0,0
5605-IYGFG,554,Female,61,No,0,0
5605-XNWEN,1579,Male,77,Yes,0,0
5606-AMZBO,1535,Female,23,Yes,0,4
5609-CEBID,679,Female,77,No,0,0
5609-IMCGG,1121,Female,44,No,0,0
5614-DNZCE,562,Female,56,No,0,0
5616-PRTNT,97,Male,30,No,3,0
5619-PTMIK,693,Female,25,Yes,0,1
5619-XZZKR,1580,Male,47,No,0,0
5622-UEJFI,1564,Female,53,Yes,1,9
5624-BQSSA,1190,Female,19,No,0,0
5624-RYAMH,1282,Female,43,No,0,0
5626-MGTUK,1001,Female,50,No,0,0
5627-TVBPP,458,Female,44,No,1,0
5628-FCGYG,1110,Male,46,No,0,0
5628-RKIFK,1142,Female,76,No,0,0
5630-AHZIL,929,Female,51,No,3,0
5630-IXDXV,1266,Female,51,No,0,0
5639-NTUPK,773,Male,28,No,1,0
5640-CAXOA,1581,Female,23,No,0,0
5641-DMBFJ,645,Female,29,Yes,0,1
5642-MHDQT,716,Female,60,Yes,0,6
5644-PDMZC,1522,Female,69,No,0,0
5647-FXOTP,976,Female,71,Yes,0,1
5647-URDKA,1326,Male,27,Yes,1,8
5649-ANRML,1049,Male,76,No,0,0
5649-RXQTV,284,Male,34,No,0,0
5649-TJHOV,1582,Male,68,Yes,0,1
5649-VUKMC,182,Female,61,No,0,0
5650-VDUDS,1137,Female,48,No,0,0
5650-YLIBA,1303,Male,60,No,0,0
5651-CPDND,1201,Male,45,No,0,0
5651-CRHKQ,854,Female,53,Yes,0,3
5651-WYIPH,543,Female,69,No,0,0
5651-YLPRD,993,Female,45,Yes,3,7
5652-MSDEY,1203,Female,37,No,0,0
5655-JSMZM,517,Male,66,No,0,0
5656-JAMLX,686,Male,29,No,0,0
5656-MJEFC,787,Male,48,Yes,0,10
5663-QBGIS,1428,Male,65,Yes,0,0
5666-CYCYZ,1579,Female,21,No,0,0
5666-MBJPT,356,Male,22,No,0,0
5668-MEISB,1547,Female,57,Yes,1,1
5669-SRAIP,1456,Female,55,No,0,0
5671-RQRLP,1312,Female,72,Yes,0,4
5671-UUNXD,840,Female,79,Yes,0,1
5673-FSSMF,946,Female,19,No,0,0
5673-TIYIB,1111,Male,34,No,0,0
5676-CFLYY,21,Male,30,Yes,0,4
5678-VFNEQ,1583,Female,19,Yes,0,8
5680-LQOGP,852,Female,21,No,0,0
5681-LLOEI,267,Male,59,Yes,1,11
5684-FJVYR,219,Female,41,Yes,0,9
5685-IIXLY,1150,Female,54,Yes,0,1
5686-CMAWK,1310,Male,41,No,0,0
5687-DKDTV,268,Female,35,No,0,0
5688-KZTSN,567,Male,59,Yes,3,1
5692-FPTAH,576,Female,32,No,0,0
5692-ICXLW,124,Male,75,No,0,0
5693-PIPCS,715,Male,29,No,0,0
5696-CEIQJ,753,Male,31,Yes,3,4
5696-EXCYS,636,Male,50,No,0,0
5696-JVVQY,432,Female,56,Yes,3,1
5696-QURRL,809,Male,31,No,0,0
5697-GOMBF,931,Female,75,Yes,3,3
5698-BQJOH,743,Female,41,No,2,0
5699-BNCAS,1584,Male,79,No,0,0
5701-GUXDC,936,Female,24,Yes,0,4
5701-SVCWR,1556,Female,45,No,1,0
5701-YVSVF,89,Female,68,Yes,0,9
5701-ZIKJE,744,Male,28,No,0,0
5702-KVQRD,1537,Male,34,Yes,0,2
5702-SKUOB,266,Female,34,Yes,0,1
5707-ORNDZ,1383,Male,79,No,0,0
5707-ZMDJP,1003,Male,61,Yes,2,3
5708-EVONK,506,Female,37,Yes,0,1
5709-LVOEQ,821,Female,40,Yes,0,8
5712-AHQNN,364,Female,36,No,0,0
5712-PTIWW,1148,Male,46,No,0,0
5712-VBOXD,1467,Female,53,No,0,0
5716-EZXZN,491,Female,56,Yes,0,5
5716-LIBJC,1176,Female,29,No,2,0
5724-BIDBU,354,Male,29,Yes,0,3
5726-CVNYA,486,Female,44,Yes,0,8
5727-MYATE,1204,Male,64,Yes,2,1
5729-KLZAR,908,Female,22,Yes,0,1
5730-DBDSI,454,Male,50,No,0,0
5730-RIITO,358,Female,73,No,0,0
5732-IKGQH,1585,Male,79,Yes,0,5
5734-EJKXG,1586,Female,25,No,0,0
5736-YEJAX,1164,Male,23,No,0,0
5740-YHGTW,241,Male,62,Yes,3,8
5743-KHMNA,119,Male,43,No,0,0
5747-PMBSQ,182,Male,72,Yes,0,1
5748-RNCJT,127,Male,58,No,0,0
5751-USDBL,1175,Male,37,Yes,1,1
5753-QQWPW,735,Female,57,No,0,0
5756-JYOJT,1116,Female,55,No,0,0
5756-OZRIO,753,Male,73,Yes,0,9
5759-RCVCB,206,Female,20,No,0,0
5760-FXFVO,553,Male,55,No,0,0
5760-IFJOZ,624,Male,57,No,0,0
5760-WRAHC,1587,Female,78,No,0,0
5762-TJXGK,808,Female,40,No,0,0
5766-FTRTS,929,Male,35,Yes,0,8
5766-XQXMQ,1320,Female,45,No,0,0
5766-ZJYBB,672,Male,52,No,0,0
5774-QPLTF,1572,Male,40,Yes,2,9
5774-XZTQC,1345,Female,30,Yes,1,3
5777-KJIRB,1076,Female,61,No,0,0
5777-ZPQNC,223,Female,35,No,0,0
5778-BVOFB,124,Female,33,No,0,0
5780-INQIK,821,Female,52,No,0,0
5781-BKHOP,1138,Female,48,Yes,0,10
5781-RFZRP,711,Male,34,Yes,0,7
5787-KXGIY,1120,Male,54,Yes,0,3
5788-YPOEG,916,Female,41,Yes,2,9
5789-LDFXO,1057,Male,60,No,0,0
5791-KAJFD,872,Female,58,Yes,0,2
5792-JALQC,1080,Female,78,No,0,0
5793-YOLJN,414,Female,53,Yes,3,8
5795-BKOYE,1280,Female,47,Yes,1,5
5795-KTGUD,209,Female,61,Yes,0,2
5797-APWZC,1507,Female,41,No,0,0
5799-JRCZO,1492,Female,48,No,1,0
5802-ADBRC,221,Female,57,Yes,0,7
5803-NQJZO,804,Male,46,Yes,0,1
5804-HYIEZ,1210,Male,40,Yes,1,1
5804-JMYIO,1401,Female,40,Yes,3,6
5804-LEPIM,76,Female,74,No,0,0
5808-TOTXO,1436,Female,37,No,2,0
5811-IWXYM,8,Female,20,Yes,1,1
5813-UECBU,1293,Male,78,No,0,0
5815-HGGHV,1360,Male,45,Yes,0,3
5816-JMLGY,1588,Female,28,Yes,0,4
5816-QVHRX,1007,Female,26,No,0,0
5816-SCGFC,470,Female,73,No,0,0
5820-PTRYM,818,Female,75,Yes,0,1
5821-MMEIL,1358,Female,43,Yes,0,6
5825-XJOCM,1514,Male,39,No,3,0
5827-MWCZK,611,Male,39,Yes,3,4
5828-AVIPD,1239,Male,29,Yes,0,1
5828-DWPIL,513,Male,68,Yes,0,4
5829-NVSQN,229,Female,38,Yes,0,3
5832-EXGTT,953,Male,28,Yes,3,9
5832-TRLPB,427,Male,30,No,0,0
5832-XKAES,1239,Male,56,No,0,0
5834-ASPWA,128,Male,55,No,0,0
5835-BEQEU,124,Male,44,No,0,0
5837-LXSDN,73,Female,63,Yes,3,1
5839-SUYVZ,890,Male,21,No,0,0
5840-NVDCG,728,Female,32,Yes,1,10
5842-POCOP,90,Female,37,Yes,0,1
5843-TTHGI,12,Female,30,No,0,0
5844-QVTAT,110,Female,24,Yes,0,8
5845-BZZIB,1499,Male,37,Yes,3,7
5846-ABOBJ,211,Male,24,Yes,0,2
5846-NEQVZ,490,Male,19,Yes,0,3
5846-QFDFI,306,Female,21,Yes,1,6
5847-MXBEO,1567,Male,42,No,0,0
5848-FHRFC,1214,Female,49,No,0,0
5849-ASHZJ,1533,Male,26,No,3,0
5850-BDWCY,230,Female,64,No,0,0
5854-KSRBJ,384,Male,31,Yes,1,10
5855-EIBDE,293,Female,35,Yes,0,10
5857-TYBCJ,336,Male,72,Yes,0,6
5857-XRECV,1589,Female,44,No,3,0
5858-EAFCZ,1590,Male,45,No,0,0
5859-HZYLF,352,Male,45,Yes,2,9
5862-BRIXZ,1114,Male,33,No,0,0
5863-OOKCL,903,Female,60,No,0,0
5868-CZJDR,1305,Male,41,No,0,0
5868-YTYKS,1582,Male,21,No,2,0
5868-YWPDW,1524,Male,76,Yes,0,1
5871-DGTXZ,520,Male,55,No,0,0
5872-OEQNH,1591,Female,29,No,0,0
5875-YPQFJ,1179,Male,51,No,0,0
5876-HZVZM,501,Female,55,Yes,3,1
5876-QMYLD,1046,Female,44,Yes,0,10
5879-HMFFH,506,Female,49,Yes,0,1
5879-SESNB,1545,Female,34,No,0,0
5882-CMAZQ,715,Female,52,Yes,2,9
5883-GTGVD,347,Male,54,No,0,0
5884-FBCTL,363,Female,43,Yes,2,4
5884-GCYMI,698,Male,62,No,0,0
5886-VLQVU,1549,Male,30,Yes,0,0
5887-IKKYO,1521,Male,54,Yes,2,2
5889-JTMUL,557,Female,67,Yes,0,1
5889-LFOLL,730,Female,27,No,0,0
5893-KCLGT,1427,Female,56,No,2,0
5893-PYOLZ,1201,Male,55,No,0,0
5895-QSXOD,1166,Male,42,No,0,0
5896-NPFWW,41,Male,23,Yes,0,1
5897-ZYEKH,1318,Female,74,Yes,0,3
5898-IGSLP,1230,Male,37,Yes,3,1
5899-MQZZL,231,Female,25,No,0,0
5899-OUVKV,828,Male,56,No,0,0
5902-WBLSE,1072,Female,32,Yes,1,0
5906-BFOZT,1592,Male,54,No,0,0
5906-CVLHP,1363,Female,60,Yes,0,1
5906-DVAPM,1129,Female,27,Yes,2,7
5908-QMGOE,1312,Male,74,No,0,0
5909-ECHUI,286,Female,49,No,0,0
5913-INRQV,933,Male,71,Yes,0,7
5914-DVBWJ,310,Female,80,No,0,0
5914-GXMDA,1125,Female,42,Yes,0,1
5914-XRFQB,1194,Male,58,Yes,0,0
5915-ANOEI,886,Male,40,Yes,0,1
5915-DGNVC,69,Female,47,Yes,0,9
5916-QEWPT,465,Female,61,Yes,0,1
5917-HBSDW,1341,Female,20,Yes,2,1
5917-RYRMG,547,Male,79,No,0,0
5918-VUKWP,831,Female,61,No,0,0
5919-TMRGD,39,Female,32,No,3,0
5919-VCZYM,646,Male,19,No,0,0
5921-NGYRH,703,Male,40,Yes,0,0
5922-ABDVO,691,Female,20,Yes,0,1
5923-GXUOC,89,Male,37,No,0,0
5924-IFQTT,1593,Male,33,Yes,2,4
5924-SNGKP,1594,Female,39,No,0,0
5928-QLDHB,1496,Male,48,No,0,0
5930-GBIWP,1234,Male,46,No,0,0
5931-FLJJF,139,Male,75,Yes,0,1
5934-RMPOV,167,Female,32,No,2,0
5934-TSSAU,105,Female,51,Yes,3,6
5935-FCCNB,751,Female,79,No,0,0
5937-EORGB,1249,Male,79,Yes,0,9
5939-SXWHM,1411,Male,59,Yes,3,1
5939-XAIXZ,1039,Female,54,No,0,0
5940-AHUHD,1521,Male,30,No,0,0
5940-NFXKV,177,Male,59,Yes,0,1
5944-UGLLK,954,Male,62,No,0,0
5945-AZYHT,1595,Male,53,Yes,0,9
5947-SGKCL,1192,Female,19,Yes,3,6
5948-UJZLF,348,Male,22,No,0,0
5949-EBSQK,635,Male,44,Yes,1,4
5949-HGVJL,1158,Female,35,Yes,0,7
5949-XIKAE,749,Female,32,Yes,0,1
5950-AAAGJ,1298,Male,19,No,0,0
5951-AOFIH,784,Male,19,No,0,0
5954-BDFSG,428,Female,40,No,0,0
5955-EPOAZ,513,Female,40,No,0,0
5955-ERIHD,930,Male,53,Yes,0,1
5956-VKDTT,1466,Female,72,Yes,0,4
5956-YHHRX,159,Male,75,No,0,0
5959-BELXA,1077,Male,67,No,0,0
5960-MVTUK,472,Male,58,No,0,0
5960-WPXQM,88,Male,24,No,0,0
5961-VUSRV,216,Female,53,No,0,0
5965-GGPRW,595,Male,41,Yes,2,5
5966-EMAZU,1596,Male,27,Yes,0,1
5968-HYJRZ,1143,Male,28,Yes,2,3
5968-VXZLG,1382,Male,45,No,0,0
5968-XQIVE,88,Male,32,Yes,0,2
5970-GHJAW,1151,Male,40,Yes,2,9
5973-EJGDP,397,Male,21,No,0,0
5975-BAICR,1597,Male,36,Yes,2,8
5976-JCJRH,993,Male,36,Yes,0,1
5977-CKHON,1598,Female,59,Yes,3,3
5980-BDHPY,681,Male,48,Yes,0,5
5980-NOPLP,876,Female,19,Yes,0,4
5981-ITEMU,1333,Male,58,Yes,0,1
5981-ZVXOT,1310,Female,72,No,0,0
5982-FPVQN,1585,Female,40,Yes,1,2
5982-PSMKW,694,Female,20,Yes,2,1
5982-XMDEX,1491,Female,42,No,0,0
5985-BEHZK,1083,Female,78,Yes,0,1
5985-TBABQ,1140,Female,45,No,0,0
5986-WWXDV,1032,Male,42,No,0,0
5989-AXPUC,377,Female,27,Yes,0,1
5989-OMNJE,688,Female,42,Yes,0,6
5989-PGKJB,567,Female,40,No,0,0
5993-BQHEA,1325,Male,42,No,0,0
5993-JSUWV,508,Female,25,No,0,0
5995-LFTLE,1511,Male,39,No,0,0
5995-OIGLP,984,Male,42,No,0,0
5995-SNNEW,1256,Male,80,Yes,0,1
5995-WWKKG,1070,Female,62,No,0,0
5996-DAOQL,1486,Male,28,No,0,0
5996-EBTKM,1285,Female,46,Yes,1,1
5996-NRVXR,244,Male,68,Yes,0,2
5997-OPVFA,709,Male,39,Yes,0,7
5998-DZLYR,1071,Female,55,Yes,0,1
5998-VVEJY,1385,Male,34,No,0,0
5999-LCXAO,485,Female,42,No,0,0
6000-APYLU,1599,Male,39,No,0,0
6000-UKLWI,1573,Male,46,No,0,0
