ServiceID,ServiceHash,PhoneService,MultipleLines,InternetService,InternetType,OnlineSecurity,OnlineBackup,DeviceProtectionPlan,PremiumTechSupport,StreamingTV,StreamingMovies,StreamingMusic,UnlimitedData
326,b5ba3b9e74b0874e04f35a47c941bb26d5ccb643bb86aa326c3969378c6b23e8,No,,Yes,Cable,No,Yes,Yes,Yes,No,Yes,Yes,Yes
327,7b66d0ae8017e625f2284d70708e22fcdb649dc6b791f0ad28f09d2b68f19e43,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,No,Yes
328,b8dd958a6c219680912e1a8874b7cb4b98f42d811a939341ce0434d5cb083fb7,Yes,No,Yes,DSL,Yes,No,Yes,No,No,No,No,Yes
329,41f99507c0d81b963d23692c598d26e299ed0053c8e247450390bf8924649808,No,,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Yes
330,96ffd7cd13e86ba7f6a8a584450bc08e4ec59873fe553757240529db1a834df7,Yes,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Yes,Yes
331,9d4ad1cee4b387505feee3c1e1bc0d0c45e9133f86e5c15770fed14b88dc51e3,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,No,Yes
332,42d7a4448961a40e533f4f78505660f404a3ec68fafde2ca4a5b8ba45d4e1b55,Yes,Yes,Yes,Cable,No,Yes,No,No,No,No,No,Yes
333,447ce3b4693b56d2942d4969aa3c3166be5248448e32112df0d28349aadec170,No,,Yes,DSL,Yes,Yes,No,Yes,No,No,No,No
334,591e5dfb2785069706ef7d81aa437636da0985a02b40b0179f1cb031e3cdb78e,Yes,No,Yes,DSL,No,Yes,No,Yes,No,No,No,No
335,f85cbbf07e79cac6ad05e81df6dba031012476ed91eed61a82f054a9ad46f202,Yes,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Yes,Yes
336,cd848aafb7bce9ba601c0a02738b4943d9e0ef94fb54ed703bfcc18727b7801f,Yes,No,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Yes,Yes
337,653e3bef80e907d608bfb79dc1f1b639cc729c0a1b2de6ca093cde6c65e6974a,No,,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,No
338,a9cefc311fac72ed7492c48d7fc41d7c3b0daebf693891a491e0fb8aec09f4e0,Yes,No,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,Yes
339,be12146b4fa434e297d88cda17414e3df6a736604312a7e22ee7cc5d2f70dfae,Yes,Yes,Yes,Cable,Yes,Yes,Yes,No,Yes,No,No,Yes
340,192af5d25a9d59b756d9c2829cabc0944c664ad66e0df91aad97ab50a0d1a9c8,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,No
341,23e1a745387e5a4957fc118dccc2614edfc75eed5b670bf8e4edb05bbc216f4d,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes
342,66089b5842d350b920608137006d08008027bb70905ccb32243cbf954a352c75,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Yes,Yes
343,30ecbf466a496e04e9f58998170850bf3aebad5f066c93fa1d7d266608fc17b2,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,No,Yes,Yes,Yes
344,e566f5cb47fcd7e0b76dde122e3a2366d5acfba1229755d918473a8a934d727e,Yes,No,Yes,DSL,No,No,No,Yes,Yes,No,No,Yes
345,e6566f14d9614567b26ecbb2480564b43d008f94c887e9b47b268d5cea4f83e0,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,Yes
346,b8afc0e7bc05b32b0b8b02905eaedd1fdeadba006f66f79b50df26929dac9f98,Yes,No,Yes,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes
347,5d8a7d67a932c6d46a5d6939e2ec70ab9ec6c6af8f24c7cabd7e786a9bb00bb8,Yes,No,Yes,Cable,No,No,Yes,No,No,No,No,Yes
348,10d697ba9f00d59244e18fcd0dce2a9b8c2a0e5399c2990daea4663eb2a16109,No,,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
349,0d6307631be389f5ffae3c0a76e353d6a60b7053d8f411d4860b424b1ef30bc1,No,,Yes,Cable,Yes,No,Yes,Yes,No,Yes,Yes,No
350,696d2ce1763a296415c8d7f71a784b94315aed4ae3fca88b08a608fac8e23f14,Yes,No,Yes,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes
351,1a7c8fbad67ab1f20233d71ab6a5531b64d3dc807a6ec462be7ade90e50d73a1,Yes,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes
352,b4d177c44ff642e75c53fea5cb4dabc37e87ec2bf775799adc883319ce042fd6,Yes,Yes,Yes,DSL,No,Yes,No,No,No,No,Yes,Yes
353,cb61c151384b7c3b0efc33e6976e2a5efff76d0553aa11de0f58e2dd481e3421,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,Yes
354,31a55b34a893acfbaf7f2642c41f4be97e1995568d2671dd1b3cc0a5cf262d08,No,,Yes,Cable,No,No,No,No,No,Yes,Yes,Yes
355,9919853f2f7176388a128dd6824ebf809d12837b533cb8aae13296fedadbe577,No,,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Yes
356,8259abfba9b9cd77a45f1ebffc33ce06b89b2be03ed9ad42db014f6873229e06,Yes,Yes,Yes,Cable,No,No,Yes,Yes,Yes,Yes,Yes,Yes
357,b85677db9a55581d3006c6eb6ec04105944c96c38116806231f73ed61588d207,Yes,No,Yes,DSL,Yes,Yes,Yes,No,Yes,No,No,Yes
358,e2e94611c12dedb8635d006b8de3ec09474406c2a06732f346d2f770ebe833e5,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,No,Yes
359,fd92d3662ff24bf856775fbd2a0ecda8b78bbd6f5969bb4e68841084fc787ec4,No,,Yes,DSL,No,No,Yes,Yes,No,Yes,No,Yes
360,d1beb5f9bf3ea8a2aa92b76e321efcd98255e3a5d5ff34d6d874aa2a13c88e0b,Yes,Yes,Yes,DSL,No,No,No,Yes,No,No,No,Yes
361,f4fe5153e2ebb7e6517192bf204a2ad4ea7d9c06cc231fd5bb596ed161dd8a76,No,,Yes,Cable,No,Yes,Yes,No,Yes,No,No,Yes
362,fcd6e1a9e1d733d18e74a5852c64a5b677f7ecdaa3bd0773366ddaab8599ce49,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,No,No
363,653715db88921ba2118138ce4fe0bf1d7b7c662a11d1a1e62da90a23ec78ca2e,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,No,No,Yes
364,e5f057479473a2aa2d359bcd088108e6612a28aefb887a0b25c2d84c9784a004,Yes,No,Yes,Cable,No,No,Yes,No,Yes,Yes,Yes,Yes
365,01dfaeef653f46319939222b572d95397f974ee2fab4580528c63bbdb5fa80d3,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Yes
366,cc80c5c2c16ffb339fa2f3f4d132a4e1ea150eb65faeea91bdb4d2f2cc988b47,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,No
367,108f388f17d71886f6958e4ca6b33fa68094779226e6273bb6681985bca5b2ce,Yes,No,Yes,DSL,No,No,Yes,Yes,No,No,No,Yes
368,b1293a98b8ea267886e83a380436a89db6294b09e8a0a6e7b18cb735c035f225,No,,Yes,DSL,No,Yes,Yes,No,Yes,No,No,Yes
369,50a55b3c17c86916701d616a17bcdb0f6d749cce8a4877257582292bf19343b9,Yes,Yes,Yes,Cable,No,No,No,Yes,Yes,Yes,Yes,No
370,6898d7c0ef8eb1e9e7ae6b108bb79aeaf57fc8234e9fe7bdeddd8659ebf127de,Yes,No,Yes,DSL,Yes,No,No,No,Yes,No,No,Yes
371,9d20261b858d217c38d7099aa023dfcc037feed4f39973a699d502409574261b,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,No
372,5421735595f563b4379e72498120caf9568a5f12c6fca5f2b71dda8bac6bebe9,Yes,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Yes,Yes
373,acc193cee5ec61527cdef6ed0c15bc0a95c55b7473a8affcb57af94579191f31,Yes,Yes,Yes,Cable,Yes,No,No,No,Yes,Yes,Yes,No
374,72052e5bc3d45ffee4f8ef7874417ff3543ef467369536b3a269467d2e53a089,No,,Yes,DSL,Yes,No,Yes,No,No,No,No,Yes
375,5ee3b4cbd3cbec4276c466f774ab899ecf4b847393bdef3cc5d5d1f3e89b4d21,Yes,No,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,Yes
376,1da42a6894e41da2a4e0fc18deb6b0cd9d810e6561784130022cfd12f545da41,Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes
377,dc656a32464fe80ad50cd3ee3e5c1aabae9a0edf8f0c39d0d2a6912d6237e300,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,No,Yes
378,54d661b15b67af04a54bff99059eaecea9fea55929375b138f06232a94122964,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,No
379,1dae07b578cabd5a119a34bea4f906677625d7a5590b4a308b700bbba72d7580,Yes,No,Yes,Cable,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
380,ee37ba27ad8890ab81b6fad2a833a95281d71c6aa2eb57ca9307913a99852516,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
381,c11cebf35a872668521d54448cc6d42ac9ca60c27a15fa4a5759338f9b6a80bd,Yes,No,Yes,Cable,No,No,No,No,No,Yes,Yes,Yes
382,089cd5bfd468d8a9950eabdcec1f7048722e03604cc7c80a56777c1a268075ce,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,No
383,3e4403c442e2cdb3a399db394276814c7e80f0a55520f5466885789fb61f3783,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,Yes,Yes
384,a75c008aa60541fcf2246c9e2fb4f4964a33f7238af6df3899d74feca5a3d3e5,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,No,No,No,No
385,e559c567b88559e4f8e70d4ac3d20a0f4f4e20fb16ec31266fc149a91a8bfe24,Yes,No,Yes,Cable,No,No,Yes,Yes,No,Yes,Yes,Yes
386,ee281f58d3141456b4f9379f901df05181839083317afc91cb03d67fea0e0486,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,Yes,Yes
387,ad4c1d398e101be67a686530d6dbb3fdc6cc1ccbf57fb2dff052fa547aba9d97,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
388,4a47fe09a6b69697fb1687097d16c5dd1c2c5fc9cba200d0755ada5845df5915,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Yes,Yes
389,69efb0387a99168889c1fa4e25dfd380d9390bb0fe07d4c688659c184748dd6f,Yes,Yes,Yes,DSL,No,No,Yes,No,Yes,No,No,Yes
390,ac64dc0de3e30c615afc95cce7cb41a4087bd88eb35b1f721bee511c0d6694ec,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Yes,No
391,0a61ce73bbe012aff88842f667c2a26c250d9a338bde7270b2be786c17f187e5,Yes,Yes,Yes,Cable,Yes,No,No,Yes,No,No,No,Yes
392,8b287e2f7ac769a4beee054f61022c7a92eb5d84386dea485df6a390f202e4a7,Yes,Yes,Yes,DSL,No,No,Yes,Yes,No,No,No,No
393,8ec9d7d3d42db0035f2f207944101a2645cc064c36fdb4c8ca2eed7090efd22f,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Yes,Yes
394,8cb19372e0652e2109b828a23c843ba491698fedf05f464bbaa3bf5fc4774424,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,No
395,7a5d3c6b348c3b2db9dd00dba72bf4c4b6ae0b8f7ca5fa91bbe1f3f23d6ec4d6,Yes,Yes,Yes,DSL,No,Yes,No,Yes,No,No,No,Yes
396,a319b1bd2fb4e7f8c9706925b04055c85c211268099d4e18dc7391c6e4d034fa,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes
397,38f0cf51809320c26e638ef6c26f54243e78273bad8a2694169daf52396b8bb3,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,No
398,4cbb42d35e8db5fa234a42c00534543dd838bcacd96931a688aa292bea9304e4,Yes,No,Yes,DSL,No,Yes,No,Yes,Yes,No,No,Yes
399,8ea1b53f518c39802fef948974f3b0d8b11b93fa186e0fdb9fdc234f42e4cc46,Yes,No,Yes,Cable,Yes,Yes,No,No,No,No,No,Yes
400,ead7b167e742ae0a59a555c5e2688f14fae099e63c929229938705a2cee44f95,Yes,Yes,Yes,Cable,No,Yes,No,Yes,No,No,No,Yes
401,8547d8e8ab89d139c6938b5ce0dbf73d3e7dcc1dbb6c4dc14f00bddac620489e,Yes,Yes,Yes,Cable,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
402,3f3b913978cf75f840e8799b3ccd67abea45e23e6ea1b9f570f880c4d906bd26,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,Yes,No,Yes
403,ca001c6df2bf7f00e0f3094d1afeb3667b1f303bbe9274a1d31acb3be8e0b2ab,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,No,No
404,5183d7e1e6a166342f057e6deb3038413331a0bd0d91b339d6eaca1a5034c197,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes
405,60b777a7e8da3e95ad2d1cb46c600240bae71a86cb740ca82b8edb013bf82686,Yes,No,Yes,DSL,No,No,No,No,No,No,Yes,Yes
406,79e0a888b7679fe0cc71508cf8ab2678ebca38160da95bc55b37d4f01148b90f,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,No
407,011b6b484d40459ed73a2d6374afa68d6cc6e7962664c929172998ec71989874,No,,Yes,Cable,No,Yes,No,Yes,No,No,No,No
408,046431b97fe747eaa22ffbb0fa2a89c2f401610dd985099efc26e9140422a12e,No,,Yes,DSL,No,Yes,No,No,Yes,Yes,No,Yes
409,8788a442eb3ebc44c37315bc5185dd99958666bd83c91a306a521b1aeb6378e7,Yes,No,Yes,DSL,No,No,Yes,No,No,No,No,No
410,e3f3b36dde493dccf74dd2b94d1068929ee6169452d1030906ae21253ab36d65,Yes,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes
411,5487ecab43f44ae574f8b3c595f32b7c6b24b729a3fce4b820cf0d456c964187,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,Yes,No
412,f5b72450914e23c5dea7f47b815902e405ce3cbfe87a590a87fdcd734d709ceb,Yes,Yes,Yes,Cable,No,Yes,No,Yes,Yes,No,No,Yes
413,c1a62c4705b491e4147cec5e5dc85dae2b6940c10ec8ffc5f1ce68eece63c115,Yes,No,Yes,DSL,No,No,No,No,No,No,No,No
414,9bbdda25b474d811231a04905ba385f72f8745176ea0372ac5874bae30a8b066,Yes,Yes,Yes,DSL,No,Yes,No,No,Yes,No,No,Yes
415,708c9121236ab8b94ab59594e8e39e77910eed1235ddcab9876a9aa3642cdbe7,Yes,No,Yes,DSL,Yes,No,Yes,No,Yes,No,No,Yes
416,48163843f112c5e53e4ed2413498534ddaf0d4a6a19a0b1963ed5794c388b7ea,Yes,No,Yes,Cable,No,No,No,Yes,Yes,No,No,Yes
417,ef887a2d6cdf25bef8c923e2ca4748cfba1b00399b01b9e776256b787e6060af,Yes,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,No,Yes
418,f3879cc50541c3180b9624a7bfe754d2c26d32e61cd38f9e297e04f4e4c15e59,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Yes
419,5415e848244cc48d642de67f6d830c76c1cc5b309310c98f64653caf149d99bf,No,,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,No
420,aaacd2a5a3895c5f57f22f72614edddc8c38da56d4e61a18957908670569f317,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,Yes
421,c4fc90853032dcfe076cb23dee8cb829d857d3ced4561be4f9d093b31ecd7946,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Yes
422,16cd4c9a6394351bbeefa15b7ecd23dfdd9e78c4f3a298a7c0eb1449130ab70d,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,No
423,8cc8cadc15888aacf4ed45cc6b1e92759af662067219052ae9a957926a315bfa,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,No
424,5008daf0785d3104a1ad07a7c7a1f435439bdb1f08849ee0c20374b28f921e8c,No,,Yes,DSL,Yes,No,Yes,Yes,Yes,No,No,Yes
425,3b2fbf401a27fcbeae167ed5d1e151e1240b76244ba4cf893ae4e4fe6de4c6d0,Yes,No,Yes,Cable,Yes,No,Yes,No,No,No,No,Yes
426,7a4aba5e7f144e2473c50870841ba1dbb95c11905698c359506524fa007df02c,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,Yes
427,76eebe48c3fee3e222c8cc09f9d0420fb1325f19b292bfbcc83d5f670e4885b1,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,No,No
428,2becbf97404a97c9f7198e0c648f92de2a0a087adddedbdeb704ce911bcd2b21,No,,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,Yes
429,dbdaab90cff660146181da57a74812876f28586948395dc1240fccea07ca2e26,No,,Yes,Cable,No,Yes,No,No,Yes,No,No,Yes
430,2feb3ef6c7033ac32dfcb8d8e6393ee6a0f5bc8fdfe849621a2473a6b0d86393,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,No
431,e1b31878ba32e88e0247ad1d96d2280c2280cb111954b356c040df658b6ed67f,Yes,No,Yes,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes
432,9e99e492f30c1bf75b4db39f0912078b62536ce1ed78825499b7a88d5c10fb71,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,No
433,b6cf10833db73c6be1d7b901cad2992bde7fa9511f8e32a722baf8d52f786124,No,,Yes,DSL,No,No,Yes,No,Yes,Yes,No,Yes
434,4f618ed5f2f96ffe5c5344046f00c9ae48c41ede78f01913029b7b04e1532406,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No
435,a8e93bd1ddf973286abe360ed0b0ed541b38ac454c5c5e1fc661c10b5a71f87f,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes
436,e9ea00241ca4b922f0a9deca28440cdba55bda254442164d942444cb40372479,No,,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes
437,a2972102b93fd937d383a8237c3e200766948c0749272b5e209bc0fe2c77fb97,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,Yes
438,d1da29afd261d0b057af4b7a44013b122afc10f6a8eba6d068c3d6c6d5ff4aa9,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,No
439,8f5c7760f96d82db434ec79a712d16acc41df2eb949c5f3e1523dadc80dcdf7e,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,No
440,4fb48de39c9e92740ae8187f8a8ef9bdeb2fddbb3fd2e31b6a00c4a2b75f6baf,No,,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes
441,84aad00d6b5bb958e3963267e5552357ea8f6cfbb12ab7c20e669bb5fea5de4b,Yes,No,Yes,Cable,No,Yes,Yes,No,Yes,Yes,Yes,Yes
442,e4b463f251a1ffdccd331f989ef2dd74e9a6f75dd4b57ddf741ee9e644fac0d5,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,No
443,57c7d17b28481fa1769c1a6abbfe9385eccf443449e01a330af0d533866f20e4,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,No
444,a45fe15d3ae909747325d70b283bf22f7010e4859f4bad8db3367dd57b90b99f,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,No
445,c1fa9d61a98590938bbb92aa70566306c4ba19e271898c1c54691b829e6ec30c,Yes,Yes,Yes,Cable,No,Yes,No,No,No,Yes,Yes,Yes
446,8c8f10089f5c6312c0b7af1f9202a2ef1652a966aecb87cf29f96b9c0b73fa57,No,,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,No,Yes
447,66bfe6ed76707d65d4fa9e42dbf2ea2a94013dfc809cbcb5de2647b20f8573c5,Yes,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Yes,Yes
448,27d936c490553df3b7a21deef0e96bf7733541c83072c755b151d18f75844efd,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,No
449,330dd6abd81d925a68b5b586e685da60bd472e95cf278241c8c853e73fcaf71b,No,,Yes,Cable,No,Yes,No,Yes,No,No,No,Yes
450,884d677d5065c4aa4b2575d55f6df2a4a25742ddc39a75dfe03a99ad627456e7,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,No,Yes
451,f393d1e7ad08f94fdc60dae201f33f82cd2c90ce8d7a90270b2d1e34ebcbde13,Yes,No,Yes,Cable,No,Yes,Yes,No,No,No,No,Yes
452,c758ef06e3bf3952574d2fe4d327549cc34d8be8410aeaac4dc0392510edb34d,Yes,Yes,Yes,Cable,No,Yes,No,Yes,Yes,Yes,Yes,Yes
453,cc08e179906f7071b202f6a8582d5c8c6b7b8a380e05ca29e7d8cd073374f575,No,,Yes,DSL,No,No,No,Yes,Yes,Yes,Yes,Yes
454,7389f126fbf8502c2cdc34a96cfa88ee7a65ccf777d2ab4a50846625143e9c10,Yes,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,No,No
455,321b6c1489de10bd5c8d75738541f94f217563ebfa784e94c426c82d2d1c9a42,Yes,Yes,Yes,DSL,No,No,Yes,No,No,No,No,Yes
456,0b2f59d5d828e4c4877cce3435d62ee4e24c7451067bb95b78758d379cadc781,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,No
457,d8dead138089773c7434c7fbc6a7ca404bde3a3d4acfd917a197cff02122326b,Yes,Yes,Yes,Cable,No,No,Yes,Yes,Yes,No,No,Yes
458,0be712c65437affc3aeb1ecd278c6921c1cf20e6b5a7a6e69f7fd1f5a0b3f0f7,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,No
459,ca18aa0b6c8b47c934ba67afc52b266afa3f9f85176bedd1e27c90be94727f88,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,No
460,8c43b57e6973099a59c4433475bd8ae8e4ce241388e60cbd28c60947033a9c42,No,,Yes,DSL,Yes,Yes,No,No,Yes,No,No,Yes
461,135c9317c5fb5b89be2fe0f4eb97b9cedcec99c8dd684482f0a3632b1b459c3a,Yes,No,Yes,DSL,No,Yes,No,No,Yes,Yes,Yes,Yes
462,3c896ad49b3c33d39c4f5529bb072440a9b578b8f438e38c1b37a682a7919d51,No,,Yes,Cable,Yes,No,Yes,No,No,No,No,Yes
463,5a249a70fc4326eaec1d0b726f5e00048f6d8248872082cc7b423f7edf98a185,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,No,No,No
464,f6a876b2dd0f66b57347ecbd381e7d8ea1cd19455da6c03219803cd4f19d67a4,Yes,Yes,Yes,Cable,No,No,No,Yes,No,No,No,Yes
465,e3ea2a17de0464e2de0bf237799e7d7fbad6ffd2a9a4005635a3f8b8df5696ca,Yes,Yes,Yes,Cable,No,No,Yes,No,Yes,Yes,Yes,Yes
466,c1f2d18e9f0352360d9b92a5c6e6d2aaced80cbd51e720240e6f738d2f70087e,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,No
467,9051accc196c357a2336a4a10fe1c361cabaec72e58f5f706daae608c5ec1764,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes
468,ca1c15a978915170ad83097b04d6d0018ff22817cf72082a8a5c785a2256d952,No,,Yes,DSL,No,Yes,No,No,No,Yes,Yes,Yes
469,31768aceba5d590d8123063206a4bf9fc26cb53e8386fb99e2a93b4ac698bafe,Yes,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes
470,4d8179678f6ce607ca4773ec1cda47aa6e33e51fe23d0ee62ecd38ead9cc76da,No,,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Yes,Yes
471,47ef06612c25a130650d4516f8e583331f69602886c69fa8369bf72620055a60,Yes,No,Yes,DSL,Yes,No,No,No,No,Yes,No,Yes
472,a6d2fa2b812fee9699bfe12017819b890c262ce04bc0d6e5c19f71cee308a262,Yes,No,Yes,Cable,No,No,Yes,No,No,Yes,Yes,Yes
473,0dc46ad4193202c3694ab2ebe309bb821133d5be158503a6c913f7ff1070ea45,No,,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Yes,Yes
474,809e208d3a29019f08dea6cb915b05debf4e590ef2247525edcc01fa75bb8fc8,Yes,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Yes,No
475,ff3d11853bd67ea9d7375f8337e32d2418cdaa6b7831919d3530a16196e88e35,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,No,Yes,Yes
476,e8c6bc333f329b974e3aa2a22624986e713bae9e45772cc77fb974a959f8749c,Yes,Yes,Yes,DSL,Yes,No,No,Yes,No,No,No,Yes
477,1adab8c74e11356ddd2b1c6188af15515e722cd4f6a0d653fdfd30ce2c2b0ee5,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,Yes,Yes
478,06cac4342041abe61d6624be7b2c7a460eee6eb3f878855593caf77934757d10,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,No,No
479,dcfcff80aa7a6dc23c84739b9b0a562acf635e79e64244687eb02c60e18a33f4,No,,Yes,DSL,No,Yes,Yes,No,No,Yes,Yes,No
480,64823652cb221312bca75bc510e0695813997a74b7f194dbfbfd80794b728d87,Yes,No,Yes,DSL,No,No,No,No,Yes,No,Yes,Yes
481,d7e91b701f27fcc17c118dfcf38d10c593d39cbc7ad7d5f02b3e6723fd9c5124,No,,Yes,DSL,Yes,No,Yes,No,Yes,No,No,Yes
482,c069364d644867e1c07de2b219c5ee561a483d22d06ef312a0b30741288f845d,Yes,No,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,No
483,94e0d41f768ee565ce5dcdfd3f6d3233c709ae72a15ff03d052ed46fff527f33,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,Yes
484,6181b07804f8719a914f0421c6730b51559d5b6463a8ab61810690e1d5535c04,Yes,No,Yes,Cable,Yes,Yes,No,Yes,No,No,No,Yes
485,8e3e1ba28b103a52baf9b90d25f5079ff24ebb72a049943e149f9485e0ce98ac,Yes,Yes,Yes,DSL,No,No,No,Yes,Yes,No,No,Yes
486,ac1bd3ee6fa3e5e72fd30e2cceab61e5235d96f0460ef584ec3989917796b8c4,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,No,Yes
487,06b4d79a8771857429720af35f6eecc42550ef9fbcb966b8ad64106d42aae727,Yes,No,Yes,Cable,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
488,c7535ce15c0266029be1b2f303392efcdab5264f779a9fd2007de91f3828b5d0,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,No,No
